id,candidate_id,round_no,scheduled_date,scheduled_time,session_duration_minutes,interview_mode,status,ai_score,communication_score,response_confidence_score,questions_answered,total_questions,transcript_summary,created_at
102_168,123,1,2025-03-08,15:30:00,60,AI Avatar,Completed,64.33,50.05,66.24,6,8,Ayush performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 6 of 8 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2025-03-07 00:00:00
102_169,124,1,2024-06-20,17:30:00,30,AI Avatar,Cancelled,,,,2,10,"The interview session for Sneha was cut short due to technical difficulties on the candidate's end. The available transcript covers approximately 2 questions. From the partial data, the candidate appeared engaged and initial responses were reasonable, but depth cannot be assessed. Recommend follow-up session before making any recommendation.",2024-06-13 00:00:00
102_170,125,1,2024-02-24,17:15:00,45,Voice,In Progress,13.29,33.1,14.64,4,10,"Nidhi began the session but disengaged after 4 questions, citing personal reasons. The questions covered included only introductory topics. No coding or design questions were reached. Insufficient data to generate a comprehensive performance evaluation. Status marked as incomplete pending candidate response.",2024-02-16 00:00:00
102_171,126,1,2024-02-08,15:15:00,30,Video,Completed,94.63,72.2,77.5,10,12,"Praveen handled the pressure well throughout the interview. Communication style was confident and professional, scoring 72.2 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Cloud Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-01-31 00:00:00
102_172,127,1,2024-01-21,12:00:00,45,AI Avatar,Completed,92.02,82.34,78.66,7,8,"Pallavi handled the pressure well throughout the interview. Communication style was confident and professional, scoring 82.3 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in SRE Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-01-13 00:00:00
102_173,128,1,2024-03-24,09:00:00,90,Voice,Completed,69.55,59.17,47.99,6,10,"Rahul started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 59.2 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-03-18 00:00:00
102_174,128,2,2024-03-24,10:45:00,90,Video,Completed,70.98,59.9,48.59,6,10,"The session revealed a candidate with foundational knowledge in QA Engineer but inconsistent depth. Rahul was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 48.6 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-03-20 00:00:00
102_175,129,1,2024-08-26,16:45:00,30,Voice,Completed,49.57,60.35,50.04,4,8,"The session revealed a candidate with foundational knowledge in Full Stack Developer but inconsistent depth. Kavita was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 50.0 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-08-25 00:00:00
102_176,130,1,2025-03-19,14:15:00,60,AI Avatar,Completed,79.33,75.62,69.95,10,12,"Tanya handled the pressure well throughout the interview. Communication style was confident and professional, scoring 75.6 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Automation Test Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2025-03-12 00:00:00
102_177,130,2,2025-03-14,12:00:00,45,AI Avatar,Completed,81.12,77.9,71.7,10,10,"The session with Tanya was notably efficient. Answered 10 of 10 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2025-03-14 00:00:00
102_178,131,1,2024-06-20,14:30:00,30,Video,Completed,70.45,65.2,64.05,13,15,"The session revealed a candidate with foundational knowledge in Cybersecurity Analyst but inconsistent depth. Jay was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 64.0 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-06-18 00:00:00
102_179,131,2,2024-06-23,17:30:00,90,AI Avatar,Completed,68.46,65.98,63.74,6,8,Jay performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 6 of 8 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-06-20 00:00:00
102_180,132,1,2024-01-14,12:45:00,60,Video,Escalated,,,,3,10,"The interview session for Pallavi was cut short due to technical difficulties on the candidate's end. The available transcript covers approximately 3 questions. From the partial data, the candidate appeared engaged and initial responses were reasonable, but depth cannot be assessed. Recommend follow-up session before making any recommendation.",2024-01-06 00:00:00
102_181,133,1,2024-03-15,16:45:00,45,AI Avatar,Completed,51.13,58.72,48.99,10,12,"The session revealed a candidate with foundational knowledge in Frontend Developer but inconsistent depth. Rakesh was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 49.0 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-03-14 00:00:00
102_182,133,2,2024-03-17,10:15:00,30,AI Avatar,Cancelled,,,,3,12,Rakesh performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 3 of 12 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-03-16 00:00:00
102_183,134,1,2024-11-17,09:00:00,60,Video,Completed,89.68,73.03,90.24,11,12,"The session with Piyush was notably efficient. Answered 11 of 12 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-11-14 00:00:00
102_184,134,2,2024-11-16,10:00:00,30,AI Avatar,Completed,90.39,72.09,89.71,10,12,"Piyush handled the pressure well throughout the interview. Communication style was confident and professional, scoring 72.1 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Cybersecurity Analyst work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-11-16 00:00:00
102_185,135,1,2025-02-27,12:45:00,30,Voice,Completed,42.4,33.87,32.36,7,15,"The interview with Poonam revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core QA Engineer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 32.4 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2025-02-24 00:00:00
102_186,136,1,2024-01-26,11:15:00,90,AI Avatar,Cancelled,,,,2,15,"Tanya was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a Senior Software Engineer candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-01-23 00:00:00
102_187,137,1,2024-06-08,09:30:00,60,Video,Completed,90.14,91.44,73.91,6,8,"Ankit handled the pressure well throughout the interview. Communication style was confident and professional, scoring 91.4 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in QA Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-06-01 00:00:00
102_188,138,1,2024-03-31,13:15:00,45,AI Avatar,Completed,78.9,85.77,90.54,12,12,"Rahul demonstrated strong command over core QA Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-03-28 00:00:00
102_189,139,1,2024-02-16,13:30:00,60,Video,Completed,89.25,91.69,78.48,14,15,"The session with Soham was notably efficient. Answered 14 of 15 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-02-13 00:00:00
102_190,139,2,2024-02-16,16:00:00,30,AI Avatar,Completed,92.55,92.17,78.19,12,12,"Soham demonstrated strong command over core Business Analyst concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-02-15 00:00:00
102_191,140,1,2024-02-07,15:30:00,60,Video,Completed,63.22,50.61,65.73,7,10,"The session revealed a candidate with foundational knowledge in SRE Engineer but inconsistent depth. Soham was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 65.7 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2024-02-06 00:00:00
102_192,141,1,2024-05-02,12:00:00,30,Video,Completed,79.58,71.96,91.16,8,8,"Mihir handled the pressure well throughout the interview. Communication style was confident and professional, scoring 72.0 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in SRE Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-04-24 00:00:00
102_193,141,2,2024-04-28,11:00:00,90,Video,Completed,80.69,73.1,93.69,10,12,"Mihir demonstrated strong command over core SRE Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-04-26 00:00:00
102_194,142,1,2024-01-17,15:30:00,45,Video,Completed,94.06,76.69,84.52,9,10,"The session with Anjali was notably efficient. Answered 9 of 10 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-01-10 00:00:00
102_195,142,2,2024-01-13,15:00:00,90,AI Avatar,Completed,96.81,77.8,84.83,9,10,"Anjali demonstrated strong command over core Frontend Developer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-01-12 00:00:00
102_196,143,1,2024-04-23,15:30:00,30,AI Avatar,Completed,73.75,84.78,74.44,12,15,"Amit handled the pressure well throughout the interview. Communication style was confident and professional, scoring 84.8 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Cybersecurity Analyst work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-04-22 00:00:00
102_197,143,2,2024-04-28,11:45:00,45,Voice,Completed,77.4,84.1,75.46,7,8,"Amit handled the pressure well throughout the interview. Communication style was confident and professional, scoring 84.1 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in Cybersecurity Analyst work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-04-24 00:00:00
102_198,144,1,2024-06-09,10:30:00,45,Voice,Completed,47.86,49.87,18.75,5,10,"Sonal struggled to maintain focus during the session. Out of 10 questions, only 5 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Data Analyst fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 49.9 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2024-06-07 00:00:00
102_199,145,1,2024-05-16,16:00:00,90,AI Avatar,Completed,80.7,70.07,77.24,12,15,"Aparna demonstrated strong command over core Senior Software Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-05-13 00:00:00
102_200,145,2,2024-05-17,12:00:00,90,AI Avatar,Completed,80.31,72.42,79.52,8,8,"Aparna demonstrated strong command over core Senior Software Engineer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-05-15 00:00:00
102_201,146,1,2024-11-07,11:45:00,90,Voice,Completed,66.95,53.02,59.26,6,10,"Lokesh started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 53.0 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-11-02 00:00:00
102_202,147,1,2024-10-25,11:45:00,30,AI Avatar,Completed,84.04,80.84,89.11,6,8,"The session with Mayank was notably efficient. Answered 6 of 8 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-10-24 00:00:00
102_203,148,1,2024-10-06,15:45:00,30,Video,Completed,79.07,86.26,74.77,13,15,"The session with Pragya was notably efficient. Answered 13 of 15 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-09-28 00:00:00
102_204,149,1,2024-07-18,17:45:00,45,AI Avatar,Completed,71.43,61.42,42.57,9,10,Komal performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 9 of 10 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-07-16 00:00:00
102_205,150,1,2024-07-11,13:30:00,30,Voice,Completed,60.3,47.7,64.99,6,8,"Shubham started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 47.7 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-07-09 00:00:00
102_206,151,1,2024-10-28,09:45:00,90,AI Avatar,Completed,61.61,45.75,58.77,13,15,"Amit started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 45.8 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-10-21 00:00:00
102_207,152,1,2025-04-05,11:30:00,60,AI Avatar,Completed,31.41,30.16,24.66,8,15,"Kunal struggled to maintain focus during the session. Out of 15 questions, only 8 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Data Analyst fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 30.2 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2025-03-31 00:00:00
102_208,153,1,2025-03-19,10:15:00,90,Video,Completed,88.54,89.16,69.08,9,10,"Sonal demonstrated strong command over core Product Manager concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2025-03-16 00:00:00
102_209,154,1,2024-12-10,13:15:00,30,AI Avatar,Cancelled,,,,1,12,"The interview with Neha revealed a significant mismatch between stated experience and demonstrated knowledge. Questions on core DevOps Engineer competencies were answered incorrectly or with visible uncertainty. The candidate attempted to redirect conversations away from technical depth, instead generalizing. Confidence score of 0 was low — the candidate explicitly said 'I'm not sure' on multiple occasions without attempting to reason through the problem. Behavioral questions also lacked specifics. Pattern suggests either limited practical exposure or inadequate interview preparation.",2024-12-09 00:00:00
102_210,155,1,2024-04-09,09:15:00,30,Voice,Completed,72.92,81.44,87.73,8,8,"Pallavi demonstrated strong command over core Cybersecurity Analyst concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-04-01 00:00:00
102_211,156,1,2024-12-13,11:30:00,60,Voice,Completed,46.44,28.94,38.53,4,8,"Karan struggled to maintain focus during the session. Out of 8 questions, only 4 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Full Stack Developer fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 28.9 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2024-12-10 00:00:00
102_212,157,1,2024-09-10,13:15:00,45,Voice,Completed,66.13,47.35,58.04,7,12,Jay performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 7 of 12 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-09-06 00:00:00
102_213,158,1,2024-10-26,14:45:00,60,Video,Completed,53.49,58.71,63.57,8,12,Anusha performed adequately across most sections but showed visible uncertainty in two key areas: cloud infrastructure decisions and performance optimization strategies. Completed 8 of 12 questions. The candidate's communication improved noticeably in the latter half of the interview. Technical responses were textbook-accurate but lacked real-world framing. No significant red flags were observed but the performance does not clearly differentiate this candidate from others at the same experience level.,2024-10-19 00:00:00
102_214,159,1,2025-02-01,11:30:00,30,AI Avatar,Completed,50.29,62.49,49.18,10,12,"The session revealed a candidate with foundational knowledge in Database Administrator but inconsistent depth. Poonam was able to answer straightforward questions confidently, but struggled when questions moved into architecture or system design territory. When redirected, the candidate often recovered with a partial answer. Answers to behavioral questions were vague — candidate mentioned 'team collaboration' without concrete examples. Confidence score of 49.2 reflects some nervousness during live problem-solving segments. The candidate showed willingness to learn and was receptive to interviewer hints.",2025-01-27 00:00:00
102_215,160,1,2024-03-12,16:30:00,30,AI Avatar,Completed,48.94,51.79,52.12,9,10,"Kajal started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 51.8 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-03-10 00:00:00
102_216,161,1,2025-01-18,17:00:00,90,Video,In Progress,15.25,18.96,30.04,5,12,Sonal disconnected midway through the session and was unable to return within the allotted window. Only 5 of 12 questions were captured. The partial responses available show basic awareness of Backend Developer concepts but insufficient data to make a reliable evaluation. Session flagged as incomplete and escalated for rescheduling consideration.,2025-01-11 00:00:00
102_217,162,1,2024-03-24,14:45:00,90,Video,Completed,87.28,86.21,85.9,8,10,"The session with Ansh was notably efficient. Answered 8 of 10 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-03-18 00:00:00
102_218,162,2,2024-03-24,13:15:00,30,Video,Completed,87.4,86.57,88.58,6,8,"Ansh demonstrated strong command over core Product Manager concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2024-03-20 00:00:00
102_219,163,1,2024-04-12,12:00:00,45,Voice,Completed,69.61,62.4,65.64,11,15,"Vishal started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 62.4 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-04-04 00:00:00
102_220,164,1,2024-02-08,14:30:00,45,Voice,Completed,93.42,88.46,87.05,12,12,"The session with Alok was notably efficient. Answered 12 of 12 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2024-02-04 00:00:00
102_221,164,2,2024-02-11,11:30:00,30,Video,Completed,97.41,87.87,88.56,13,15,"Alok handled the pressure well throughout the interview. Communication style was confident and professional, scoring 87.9 on the communication rubric. When probed on a complex coding scenario, the candidate walked through the solution step-by-step, flagging edge cases proactively. Collaborative tone was evident — the candidate consistently acknowledged trade-offs rather than asserting single answers. Background in SRE Engineer work was well-articulated with quantifiable outcomes mentioned. Interview concluded with all major topics covered.",2024-02-06 00:00:00
102_222,165,1,2024-04-21,17:30:00,60,Voice,Escalated,,,,2,10,"Aryan was unable to complete most of the structured problem-solving questions. Responses to conceptual questions were partially correct at best. The candidate frequently asked for clarification on basic terms, suggesting foundational gaps. On the coding segment, submitted code was syntactically incomplete. Communication was polite and cooperative, but technical performance fell significantly below the expected benchmark for a Cybersecurity Analyst candidate. The session was completed but with notable difficulty. Score alignment is consistent with a reject or hold decision.",2024-04-19 00:00:00
102_223,166,1,2024-08-25,11:15:00,45,Video,Completed,58.5,62.32,54.07,8,10,"Vikram started the session somewhat slowly but picked up momentum midway. Technical answers were mostly correct but lacked depth — responses tended to describe 'what' rather than 'why'. When asked about past project challenges, the candidate gave a general answer without specifics. Communication score of 62.3 reflects occasional hesitations and reliance on filler phrases. The candidate did not volunteer additional context unless directly prompted. Coding section was partially completed with one logical error not caught independently. Overall a competent but not standout performance.",2024-08-20 00:00:00
102_224,167,1,2025-03-15,11:15:00,90,AI Avatar,Completed,93.85,73.58,70.5,8,10,"Suraj demonstrated strong command over core Android Developer concepts from the outset. When asked about system design trade-offs, the candidate articulated clear reasoning around scalability and fault tolerance. Responses to situational questions were structured and backed with relevant examples from prior work. The candidate showed awareness of real-world constraints and didn't shy away from discussing past failures constructively. Communication was clear, paced well, and largely free of filler. Confidence was consistent even during follow-up probing questions. Minor gaps noted in knowledge of newer tooling but quickly self-corrected.",2025-03-10 00:00:00
102_225,167,2,2025-03-12,11:45:00,60,Video,Completed,93.46,76.0,71.45,13,15,"The session with Suraj was notably efficient. Answered 13 of 15 questions with precision and minimal repetition. Technical depth was evident when discussing architecture decisions — candidate independently brought up trade-off considerations without prompting. Showed genuine enthusiasm about the role and asked pointed questions about team structure and tech stack. Body language (via avatar interaction cues) indicated comfort. A particularly strong answer was given around debugging methodology, citing a live incident they had resolved. No critical gaps identified.",2025-03-12 00:00:00
102_226,168,1,2024-02-09,13:45:00,60,AI Avatar,Escalated,,,,1,8,"Nisha struggled to maintain focus during the session. Out of 8 questions, only 1 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Business Analyst fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 0 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2024-02-03 00:00:00
102_227,169,1,2025-03-25,10:45:00,90,AI Avatar,Cancelled,,,,0,8,"Ekta struggled to maintain focus during the session. Out of 8 questions, only 0 were meaningfully answered. Several core technical questions went unanswered or received incorrect responses without self-correction. When asked about Database Administrator fundamentals, the candidate gave surface-level answers that did not hold up under follow-up probing. Communication score of 0 reflects frequent long pauses, incomplete sentences, and off-topic tangents. The candidate appeared underprepared for the level expected. No significant strengths identified to offset the technical gaps.",2025-03-22 00:00:00
