id,candidate_id,rating,decision_alignment,useful_output,bias_flagged,feedback_comment,corrected_recommendation,reviewed_at
105_160,160,4,True,True,False,The hold recommendation was fair but I felt the AI could have been clearer about what specifically needs to be retested. Kajal's hold was vague — I had to design the follow-up interview criteria myself.,,2024-04-01 00:00:00
105_161,161,4,True,True,False,Agreed with the rejection for Sonal. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2025-01-31 00:00:00
105_162,162,2,False,False,True,The hold recommendation was fair but I felt the AI could have been clearer about what specifically needs to be retested. Ansh's hold was vague — I had to design the follow-up interview criteria myself.,Hold,2024-04-06 00:00:00
105_164,164,5,True,True,False,"AI output was accurate for Alok. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-03-01 00:00:00
105_165,165,3,True,True,False,Agreed with the rejection for Aryan. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-05-09 00:00:00
105_166,166,2,False,False,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,Proceed,2024-09-15 00:00:00
105_168,168,3,True,True,False,The AI correctly flagged the drop-off in performance between sections. Nisha's MCQ was deceptively okay (47.1%) but the coding section (24.4%) exposed the gap. System was right. Rejection communicated.,,2024-02-23 00:00:00
105_169,169,3,True,True,False,The AI correctly flagged the drop-off in performance between sections. Ekta's MCQ was deceptively okay (28.3%) but the coding section (29.0%) exposed the gap. System was right. Rejection communicated.,,2025-04-12 00:00:00
105_171,171,4,True,True,False,Good catch by the AI — Rajesh's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-07-12 00:00:00
105_173,173,4,True,True,False,Clean output. The confidence score on the rejection (63% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,,2024-02-09 00:00:00
105_174,174,4,True,True,False,Agreed with the rejection for Anand. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-07-23 00:00:00
105_175,175,2,False,False,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2024-11-04 00:00:00
105_176,176,4,True,True,False,Hold was the right call. Swati is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,,2024-06-11 00:00:00
105_179,179,5,True,True,False,Solid AI output. The logic score of 72.8% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-02-04 00:00:00
105_181,181,4,True,True,False,Agreed with the rejection for Swati. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-10-15 00:00:00
105_182,182,3,False,True,False,Escalated because the AI and I disagreed. Sapna's assessment scores didn't fully reflect what I saw in the interview style. Flagged to senior recruiter. The system could benefit from a confidence band indicator to catch these edge cases.,Proceed,2024-05-30 00:00:00
105_183,183,5,True,True,False,"AI output was accurate for Akash. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-09-13 00:00:00
105_185,185,5,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-07-29 00:00:00
105_186,186,3,True,True,False,Agreed with the rejection for Meghna. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-03-28 00:00:00
105_187,187,5,True,True,False,"AI output was accurate for Archana. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-09-14 00:00:00
105_188,188,2,False,False,False,"For Rajan, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",Hold,2024-05-05 00:00:00
105_189,189,2,False,False,False,Hold was the right call. Tarun is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,Hold,2025-01-05 00:00:00
105_191,191,2,True,False,False,Agreed with the rejection for Hemant. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-03-06 00:00:00
105_192,192,5,True,True,False,"Useful output for this candidate. The coding score (77.1%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Aryan's notice period is 90 days, which matters for our timeline.",,2024-02-08 00:00:00
105_193,193,1,False,False,False,The hold recommendation was fair but I felt the AI could have been clearer about what specifically needs to be retested. Soham's hold was vague — I had to design the follow-up interview criteria myself.,Hold,2024-09-10 00:00:00
105_195,195,5,True,True,False,Solid AI output. The logic score of 87.3% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-02-03 00:00:00
105_196,196,3,True,True,False,"For Neeraj, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",,2024-10-04 00:00:00
105_197,197,3,True,True,False,Solid AI output. The logic score of 64.9% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-03-05 00:00:00
105_198,198,3,False,True,False,"For Vishal, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",Hold,2025-03-25 00:00:00
105_199,199,3,True,True,False,The AI correctly flagged the drop-off in performance between sections. Gaurav's MCQ was deceptively okay (52.9%) but the coding section (52.9%) exposed the gap. System was right. Rejection communicated.,,2024-08-27 00:00:00
105_200,200,3,True,True,False,Good catch by the AI — Omkar's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-05-02 00:00:00
105_201,201,2,False,False,False,"For Nidhi, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",Hold,2025-02-02 00:00:00
105_202,202,4,True,True,False,I agreed with the hold for Anjali but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-10-30 00:00:00
105_203,203,5,True,True,False,Solid AI output. The logic score of 82.0% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-04-15 00:00:00
105_204,204,4,True,True,False,"AI output was accurate for Siddharth. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-08-26 00:00:00
105_205,205,3,True,True,False,The AI correctly flagged the drop-off in performance between sections. Sandhya's MCQ was deceptively okay (16.8%) but the coding section (19.7%) exposed the gap. System was right. Rejection communicated.,,2024-03-30 00:00:00
105_206,206,5,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-12-29 00:00:00
105_207,207,4,True,True,False,Agreed with the rejection for Dhruv. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-10-08 00:00:00
105_208,208,2,False,False,True,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,Proceed,2024-07-03 00:00:00
105_209,209,4,True,True,False,Solid AI output. The logic score of 65.5% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-12-02 00:00:00
105_210,210,3,False,True,False,Clean output. The confidence score on the rejection (69% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,Reject,2024-08-16 00:00:00
105_212,212,5,True,True,False,"Useful output for this candidate. The coding score (71.8%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Nidhi's notice period is 90 days, which matters for our timeline.",,2024-11-25 00:00:00
105_213,213,3,True,True,False,Agreed with the rejection for Akanksha. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-04-04 00:00:00
105_214,214,2,True,False,False,Agreed with the rejection for Vishal. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,,2024-08-23 00:00:00
105_215,215,3,True,True,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,,2024-11-15 00:00:00
105_216,216,5,True,True,False,Solid AI output. The logic score of 76.0% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-11-27 00:00:00
105_217,217,5,True,True,False,"Useful output for this candidate. The coding score (72.2%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Arjun's notice period is 90 days, which matters for our timeline.",,2025-03-21 00:00:00
105_218,218,5,True,True,False,"AI output was accurate for Sumit. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2025-03-21 00:00:00
105_219,219,3,False,True,False,"For Sumit, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",Hold,2024-09-08 00:00:00
105_222,222,3,True,True,False,Good catch by the AI — Praveen's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-08-06 00:00:00
105_223,223,3,True,True,False,Hold was the right call. Ayush is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,,2024-07-25 00:00:00
105_224,224,4,True,True,False,I agreed with the hold for Vaibhav but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-07-11 00:00:00
105_225,225,4,True,True,False,"Useful output for this candidate. The coding score (73.6%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Preeti's notice period is 90 days, which matters for our timeline.",,2024-12-06 00:00:00
105_226,226,4,True,True,True,Good catch by the AI — Rajesh's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2025-02-17 00:00:00
105_228,228,2,False,False,False,I agreed with the hold for Aakanksha but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,Hold,2024-07-21 00:00:00
105_229,229,4,True,True,False,"For Aparna, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",,2024-04-26 00:00:00
105_230,230,3,True,True,False,I agreed with the hold for Harshita but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-09-09 00:00:00
105_231,231,3,False,True,False,"Useful output for this candidate. The coding score (68.6%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Farhan's notice period is 90 days, which matters for our timeline.",Proceed,2024-10-10 00:00:00
105_232,232,2,False,False,False,"For Priya, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",Hold,2025-01-23 00:00:00
105_233,233,2,True,False,False,Clean output. The confidence score on the rejection (26% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,Reject,2024-04-01 00:00:00
105_234,234,3,False,True,False,Hold was the right call. Praveen is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,Hold,2025-03-26 00:00:00
105_235,235,1,False,False,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,Reject,2024-02-24 00:00:00
105_236,236,3,False,True,True,The hold recommendation was fair but I felt the AI could have been clearer about what specifically needs to be retested. Pallavi's hold was vague — I had to design the follow-up interview criteria myself.,Hold,2024-07-27 00:00:00
105_237,237,4,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-10-27 00:00:00
105_238,238,5,True,True,False,Solid AI output. The logic score of 74.5% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-02-02 00:00:00
105_239,239,5,True,True,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,,2024-09-26 00:00:00
105_240,240,2,True,False,False,Agreed with the rejection for Namrata. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,Reject,2024-08-25 00:00:00
105_241,241,4,True,True,True,Solid AI output. The logic score of 89.9% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-01-10 00:00:00
105_242,242,3,True,True,False,"I almost overrode this one because Ishan had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-08-07 00:00:00
105_243,243,4,True,True,False,Good catch by the AI — Vikram's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2025-03-29 00:00:00
105_244,244,4,True,True,False,"I almost overrode this one because Swati had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-02-05 00:00:00
105_245,245,4,True,True,False,"Useful output for this candidate. The coding score (78.4%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Sachin's notice period is 90 days, which matters for our timeline.",,2024-06-30 00:00:00
105_246,246,3,False,True,True,The AI correctly flagged the drop-off in performance between sections. Soham's MCQ was deceptively okay (64.6%) but the coding section (42.3%) exposed the gap. System was right. Rejection communicated.,Reject,2024-08-20 00:00:00
105_247,247,5,True,True,False,"AI output was accurate for Pragya. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2025-02-08 00:00:00
105_248,248,4,True,True,False,"Useful output for this candidate. The coding score (74.0%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Aryan's notice period is 90 days, which matters for our timeline.",,2024-03-22 00:00:00
105_249,249,4,True,True,False,Good catch by the AI — Suraj's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-07-27 00:00:00
105_250,250,5,True,True,False,Solid AI output. The logic score of 78.5% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-10-03 00:00:00
105_255,255,4,True,True,False,"AI output was accurate for Karan. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-07-02 00:00:00
105_256,256,3,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-08-23 00:00:00
105_257,257,2,False,False,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2025-02-10 00:00:00
105_258,258,4,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2024-02-20 00:00:00
105_260,260,2,False,False,True,Good catch by the AI — Preeti's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,Proceed,2024-11-23 00:00:00
105_261,261,3,True,True,True,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2024-02-05 00:00:00
105_262,262,5,True,True,False,"AI output was accurate for Vandana. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-03-08 00:00:00
105_263,263,1,False,False,False,Agreed with the rejection for Swati. The AI's concern about shallow domain knowledge was accurate — I reviewed the same transcript and the candidate's answers were genuinely surface-level. The output saved me about 40 minutes of manual review.,Reject,2025-03-16 00:00:00
105_264,264,3,False,True,False,"For Shilpa, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",Hold,2025-02-20 00:00:00
105_265,265,2,True,False,False,Hold was the right call. Anjali is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,,2024-04-07 00:00:00
105_266,266,1,False,False,False,The AI correctly flagged the drop-off in performance between sections. Bhavesh's MCQ was deceptively okay (85.7%) but the coding section (73.0%) exposed the gap. System was right. Rejection communicated.,Reject,2024-09-16 00:00:00
105_267,267,5,True,True,False,Good catch by the AI — Monika's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-02-15 00:00:00
105_268,268,3,False,True,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2024-02-09 00:00:00
105_269,269,2,False,False,False,Escalated because the AI and I disagreed. Simran's assessment scores didn't fully reflect what I saw in the interview style. Flagged to senior recruiter. The system could benefit from a confidence band indicator to catch these edge cases.,Hold,2024-04-14 00:00:00
105_270,270,3,True,True,False,Clean output. The confidence score on the rejection (62% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,,2024-06-20 00:00:00
105_271,271,2,True,False,False,I agreed with the hold for Nisha but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2025-01-24 00:00:00
105_272,272,4,True,True,False,"Useful output for this candidate. The coding score (77.0%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Suraj's notice period is 90 days, which matters for our timeline.",,2024-06-30 00:00:00
105_273,273,4,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2024-09-10 00:00:00
105_274,274,3,True,True,False,"AI output was accurate for Charu. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2025-04-21 00:00:00
105_275,275,4,True,True,False,I agreed with the hold for Uday but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-09-06 00:00:00
105_276,276,1,False,False,False,Escalated because the AI and I disagreed. Vikram's assessment scores didn't fully reflect what I saw in the interview style. Flagged to senior recruiter. The system could benefit from a confidence band indicator to catch these edge cases.,Hold,2024-09-05 00:00:00
105_277,277,2,True,False,False,The AI correctly flagged the drop-off in performance between sections. Sachin's MCQ was deceptively okay (36.1%) but the coding section (21.9%) exposed the gap. System was right. Rejection communicated.,,2025-02-02 00:00:00
105_278,278,2,False,False,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,Hold,2025-01-16 00:00:00
105_280,280,4,True,True,False,The hold recommendation was fair but I felt the AI could have been clearer about what specifically needs to be retested. Anjali's hold was vague — I had to design the follow-up interview criteria myself.,,2024-03-04 00:00:00
105_281,281,3,True,True,False,The recommendation was well-supported. I cross-checked the transcript against the scores and they were consistent. The next step suggestion was practical — I did exactly that. Would rate this output highly if it could also tag time-to-hire impact.,,2024-02-14 00:00:00
105_282,282,3,True,True,False,"I almost overrode this one because Nidhi had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2024-05-02 00:00:00
105_283,283,5,True,True,False,"Useful output for this candidate. The coding score (86.6%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Tarun's notice period is 90 days, which matters for our timeline.",,2025-04-14 00:00:00
105_284,284,2,False,False,False,Hold was the right call. Karan is not bad but not ready yet for this seniority level. The AI's note about the JD mismatch was the most useful part — I used that to shortlist a junior opening instead.,Hold,2024-09-26 00:00:00
105_285,285,2,False,False,True,Good catch by the AI — Meghna's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,Proceed,2024-04-20 00:00:00
105_286,286,2,False,False,False,Clean output. The confidence score on the rejection (13% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,Reject,2024-12-09 00:00:00
105_287,287,3,True,True,False,Clean output. The confidence score on the rejection (41% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,,2024-09-16 00:00:00
105_288,288,3,True,True,False,Clean output. The confidence score on the rejection (27% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,,2024-07-10 00:00:00
105_289,289,5,True,True,False,"AI output was accurate for Simran. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2025-02-18 00:00:00
105_290,290,3,True,True,False,Good catch by the AI — Aarav's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2025-03-13 00:00:00
105_292,292,2,False,False,False,Output was insufficient to make a call. The interview transcript was incomplete and the AI score felt unreliable. I escalated for a re-interview. Useful to have the flag but the system needs better handling of incomplete session data.,Reject,2024-10-12 00:00:00
105_293,293,2,False,False,False,"I almost overrode this one because Megha had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",Reject,2025-01-26 00:00:00
105_294,294,4,True,True,False,"For Vinay, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",,2024-12-20 00:00:00
105_295,295,4,True,True,False,Good catch by the AI — Soham's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-10-03 00:00:00
105_296,296,4,True,True,False,Clean output. The confidence score on the rejection (52% range indicators) were helpful. Rejection was straightforward and I didn't need to dig into the raw transcript. AI saved time here.,,2024-11-19 00:00:00
105_297,297,4,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2024-05-23 00:00:00
105_298,298,5,True,True,False,"AI output was accurate for Alok. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-02-21 00:00:00
105_299,299,5,True,True,False,Good catch by the AI — Lokesh's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2024-07-08 00:00:00
105_300,300,4,True,True,False,Good catch by the AI — Ansh's assessment scores were genuinely strong and the interview transcript matched that. The summary was clean and easy to present to the hiring manager. Would appreciate if the system also flagged salary band alignment automatically in future.,,2025-01-17 00:00:00
105_301,301,3,True,True,False,I agreed with the hold for Chirag but the concerns listed were a bit generic. The candidate's issue is specifically around live coding — not just 'inconsistent depth'. Would appreciate more granular output for borderline cases.,,2024-07-30 00:00:00
105_302,302,4,True,True,False,"Useful output for this candidate. The coding score (80.9%) and the strength summary helped me build the case for the offer quickly. One thing — the system didn't flag that Ankita's notice period is 90 days, which matters for our timeline.",,2025-01-17 00:00:00
105_303,303,4,True,True,False,Solid AI output. The logic score of 83.5% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-04-12 00:00:00
105_305,305,4,True,True,False,The AI correctly flagged the drop-off in performance between sections. Roshni's MCQ was deceptively okay (71.6%) but the coding section (41.5%) exposed the gap. System was right. Rejection communicated.,,2024-04-24 00:00:00
105_306,306,3,True,True,True,Solid AI output. The logic score of 49.1% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-10-09 00:00:00
105_307,307,5,True,True,False,Solid AI output. The logic score of 93.9% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2024-03-25 00:00:00
105_308,308,4,True,True,False,AI output was useful here. The concerns were specific enough that I could use them in the feedback email to the candidate without starting from scratch. One feedback: the system could include a suggested rejection reason template.,,2025-01-23 00:00:00
105_309,309,2,True,False,False,The AI correctly flagged the drop-off in performance between sections. Kavita's MCQ was deceptively okay (35.3%) but the coding section (38.0%) exposed the gap. System was right. Rejection communicated.,,2024-01-23 00:00:00
105_310,310,3,True,True,False,"I almost overrode this one because Gaurav had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",,2025-03-23 00:00:00
105_311,311,3,True,True,False,"For Vandana, the AI output captured the ambiguity well. The summary correctly noted inconsistency across sections. That was useful for communicating to the hiring manager why we're not moving fast. Hold maintained.",,2024-09-23 00:00:00
105_312,312,4,True,True,False,"AI output was accurate for Deepika. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-11-11 00:00:00
105_313,313,1,False,False,False,"I almost overrode this one because Mihir had a strong resume on paper. But when I looked at the transcript closely, the AI's concern was valid. The candidate was polished in language but thin on technical depth. Rejection confirmed.",Reject,2024-09-04 00:00:00
105_314,314,2,False,False,False,Output was insufficient to make a call. The interview transcript was incomplete and the AI score felt unreliable. I escalated for a re-interview. Useful to have the flag but the system needs better handling of incomplete session data.,Proceed,2024-07-25 00:00:00
105_315,315,3,True,True,False,The AI correctly flagged the drop-off in performance between sections. Aparna's MCQ was deceptively okay (5.8%) but the coding section (21.8%) exposed the gap. System was right. Rejection communicated.,,2024-11-12 00:00:00
105_316,316,4,True,True,False,Partially useful. The hold recommendation was supported by the scores but the next step was too vague. I expected the system to suggest a specific topic list for the follow-up round given the score breakdown.,,2025-02-12 00:00:00
105_317,317,4,True,True,False,Solid AI output. The logic score of 93.6% was the deciding factor and the system correctly highlighted that. Decision was easy to justify to the panel. The summary was presentable as-is without edits.,,2025-01-19 00:00:00
105_319,319,5,True,True,False,"AI output was accurate for Rahul. Strengths listed were specific and tied to the role. The concern about onboarding ramp-up was a fair call. I discussed it with the team and we've planned a structured 30-day onboarding. Overall, reliable output.",,2024-04-07 00:00:00
